pais,iso3,subregion,anio,decada,dimension,indicador,codigo_bm,unidad,valor,es_outlier
Brasil,BRA,Cono Sur,1995,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,7.3,False
Brasil,BRA,Cono Sur,1996,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,8.7,False
Brasil,BRA,Cono Sur,1997,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,9.9,False
Brasil,BRA,Cono Sur,1998,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.5,False
Brasil,BRA,Cono Sur,1999,1990s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,12.1,False
Brasil,BRA,Cono Sur,2000,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,12.0,False
Brasil,BRA,Cono Sur,2001,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.9,False
Brasil,BRA,Cono Sur,2002,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.6,False
Brasil,BRA,Cono Sur,2003,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,12.3,False
Brasil,BRA,Cono Sur,2004,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.8,False
Brasil,BRA,Cono Sur,2005,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,12.3,False
Brasil,BRA,Cono Sur,2006,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.1,False
Brasil,BRA,Cono Sur,2007,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,10.9,False
Brasil,BRA,Cono Sur,2008,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,9.7,False
Brasil,BRA,Cono Sur,2009,2000s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,11.1,False
Brasil,BRA,Cono Sur,2010,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,10.6,False
Brasil,BRA,Cono Sur,2011,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,9.0,False
Brasil,BRA,Cono Sur,2012,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,8.2,False
Brasil,BRA,Cono Sur,2013,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,8.4,False
Brasil,BRA,Cono Sur,2014,2010s,Calidad del empleo,Desempleo femenino,SL.UEM.TOTL.FE.ZS,% de la PEA femenina,8.7,False
Brasil,BRA,Cono Sur,1990,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.1,False
Brasil,BRA,Cono Sur,1992,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.6,False
Brasil,BRA,Cono Sur,1993,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,1.6,False
Brasil,BRA,Cono Sur,1995,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.0,False
Brasil,BRA,Cono Sur,1996,1990s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.1,False
Brasil,BRA,Cono Sur,2000,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.0,False
Brasil,BRA,Cono Sur,2001,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.4,False
Brasil,BRA,Cono Sur,2002,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.7,False
Brasil,BRA,Cono Sur,2003,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.5,False
Brasil,BRA,Cono Sur,2004,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.5,False
Brasil,BRA,Cono Sur,2005,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.6,False
Brasil,BRA,Cono Sur,2006,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.8,False
Brasil,BRA,Cono Sur,2007,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.4,False
Brasil,BRA,Cono Sur,2008,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.9,False
Brasil,BRA,Cono Sur,2009,2000s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.7,False
Brasil,BRA,Cono Sur,2011,2010s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.3,False
Brasil,BRA,Cono Sur,2012,2010s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.6,False
Brasil,BRA,Cono Sur,2013,2010s,Calidad del empleo,Empleadoras,SL.EMP.MPYR.FE.ZS,% del empleo femenino,2.5,False
Brasil,BRA,Cono Sur,1990,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,13.3,False
Brasil,BRA,Cono Sur,1992,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,24.7,True
Brasil,BRA,Cono Sur,1993,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,24.1,True
Brasil,BRA,Cono Sur,1995,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,22.5,True
Brasil,BRA,Cono Sur,1996,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,19.7,False
Brasil,BRA,Cono Sur,1997,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,20.2,False
Brasil,BRA,Cono Sur,1998,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,19.3,False
Brasil,BRA,Cono Sur,1999,1990s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,20.4,False
Brasil,BRA,Cono Sur,2000,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.6,False
Brasil,BRA,Cono Sur,2001,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,16.1,False
Brasil,BRA,Cono Sur,2002,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,16.5,False
Brasil,BRA,Cono Sur,2003,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,16.1,False
Brasil,BRA,Cono Sur,2004,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,16.0,False
Brasil,BRA,Cono Sur,2005,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,16.0,False
Brasil,BRA,Cono Sur,2006,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,15.0,False
Brasil,BRA,Cono Sur,2007,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,13.9,False
Brasil,BRA,Cono Sur,2008,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,13.1,False
Brasil,BRA,Cono Sur,2009,2000s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,12.2,False
Brasil,BRA,Cono Sur,2011,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,11.2,False
Brasil,BRA,Cono Sur,2012,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.0,False
Brasil,BRA,Cono Sur,2013,2010s,Estructura sectorial,Empleo femenino en agricultura,SL.AGR.EMPL.FE.ZS,% del empleo femenino,10.1,False
Brasil,BRA,Cono Sur,1990,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,73.8,False
Brasil,BRA,Cono Sur,1992,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.2,False
Brasil,BRA,Cono Sur,1993,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,65.4,False
Brasil,BRA,Cono Sur,1995,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,68.2,False
Brasil,BRA,Cono Sur,1996,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.7,False
Brasil,BRA,Cono Sur,1997,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.3,False
Brasil,BRA,Cono Sur,1998,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,71.0,False
Brasil,BRA,Cono Sur,1999,1990s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.1,False
Brasil,BRA,Cono Sur,2000,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,76.1,False
Brasil,BRA,Cono Sur,2001,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,73.9,False
Brasil,BRA,Cono Sur,2002,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.7,False
Brasil,BRA,Cono Sur,2003,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,71.1,False
Brasil,BRA,Cono Sur,2004,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,71.0,False
Brasil,BRA,Cono Sur,2005,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,70.6,False
Brasil,BRA,Cono Sur,2006,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,71.9,False
Brasil,BRA,Cono Sur,2007,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,72.8,False
Brasil,BRA,Cono Sur,2008,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,73.3,False
Brasil,BRA,Cono Sur,2009,2000s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,74.6,False
Brasil,BRA,Cono Sur,2011,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,76.9,False
Brasil,BRA,Cono Sur,2012,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,77.5,False
Brasil,BRA,Cono Sur,2013,2010s,Estructura sectorial,Empleo femenino en servicios,SL.SRV.EMPL.FE.ZS,% del empleo femenino,77.9,False
Brasil,BRA,Cono Sur,1990,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,29.9,False
Brasil,BRA,Cono Sur,1992,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,38.3,False
Brasil,BRA,Cono Sur,1993,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,38.0,False
Brasil,BRA,Cono Sur,1995,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,37.8,False
Brasil,BRA,Cono Sur,1996,1990s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,34.6,False
Brasil,BRA,Cono Sur,2000,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,22.0,False
Brasil,BRA,Cono Sur,2001,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,32.6,False
Brasil,BRA,Cono Sur,2002,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,32.9,False
Brasil,BRA,Cono Sur,2003,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,32.6,False
Brasil,BRA,Cono Sur,2004,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,32.0,False
Brasil,BRA,Cono Sur,2005,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,25.3,False
Brasil,BRA,Cono Sur,2006,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,24.2,False
Brasil,BRA,Cono Sur,2007,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,24.0,False
Brasil,BRA,Cono Sur,2008,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,22.6,False
Brasil,BRA,Cono Sur,2009,2000s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,22.4,False
Brasil,BRA,Cono Sur,2011,2010s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,20.4,False
Brasil,BRA,Cono Sur,2012,2010s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,19.7,False
Brasil,BRA,Cono Sur,2013,2010s,Calidad del empleo,Empleo vulnerable femenino,SL.EMP.VULN.FE.ZS,% del empleo femenino,18.8,False
Brasil,BRA,Cono Sur,2009,2000s,Liderazgo empresarial,Firmas con gerenta mujer,IC.FRM.FEMM.ZS,% de firmas,19.4,False
Brasil,BRA,Cono Sur,2009,2000s,Liderazgo empresarial,Firmas con propiedad femenina,IC.FRM.FEMO.ZS,% de firmas,50.2,False
Brasil,BRA,Cono Sur,2000,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,31.22,False
Brasil,BRA,Cono Sur,2002,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,32.6,False
Brasil,BRA,Cono Sur,2003,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,33.86,False
Brasil,BRA,Cono Sur,2004,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,33.9,False
Brasil,BRA,Cono Sur,2005,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,35.43,False
Brasil,BRA,Cono Sur,2006,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,35.18,False
Brasil,BRA,Cono Sur,2007,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,36.08,False
Brasil,BRA,Cono Sur,2009,2000s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,35.95,False
Brasil,BRA,Cono Sur,2011,2010s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,36.42,False
Brasil,BRA,Cono Sur,2012,2010s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,37.27,False
Brasil,BRA,Cono Sur,2013,2010s,Liderazgo,Mujeres en puestos directivos,SG.GEN.LSOM.ZS,% del total de directivos,37.5,False
Brasil,BRA,Cono Sur,1990,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3071.63,False
Brasil,BRA,Cono Sur,1991,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3942.4,False
Brasil,BRA,Cono Sur,1992,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,2578.21,False
Brasil,BRA,Cono Sur,1993,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,2774.17,False
Brasil,BRA,Cono Sur,1994,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3482.53,False
Brasil,BRA,Cono Sur,1995,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,4827.15,False
Brasil,BRA,Cono Sur,1996,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,5144.64,False
Brasil,BRA,Cono Sur,1997,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,5260.46,False
Brasil,BRA,Cono Sur,1998,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,5065.34,False
Brasil,BRA,Cono Sur,1999,1990s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3461.61,False
Brasil,BRA,Cono Sur,2000,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3728.51,False
Brasil,BRA,Cono Sur,2001,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3135.16,False
Brasil,BRA,Cono Sur,2002,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,2805.72,False
Brasil,BRA,Cono Sur,2003,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3040.51,False
Brasil,BRA,Cono Sur,2004,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,3596.22,False
Brasil,BRA,Cono Sur,2005,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,4730.65,False
Brasil,BRA,Cono Sur,2006,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,5808.34,False
Brasil,BRA,Cono Sur,2007,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,7246.87,False
Brasil,BRA,Cono Sur,2008,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,8706.82,False
Brasil,BRA,Cono Sur,2009,2000s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,8474.88,False
Brasil,BRA,Cono Sur,2010,2010s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,11121.42,True
Brasil,BRA,Cono Sur,2011,2010s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,13039.12,True
Brasil,BRA,Cono Sur,2012,2010s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,12157.31,True
Brasil,BRA,Cono Sur,2013,2010s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,12071.78,True
Brasil,BRA,Cono Sur,2014,2010s,Contexto,PBI per cápita,NY.GDP.PCAP.CD,USD corrientes,11728.8,True
Brasil,BRA,Cono Sur,1990,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,44.6,False
Brasil,BRA,Cono Sur,1991,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,48.8,False
Brasil,BRA,Cono Sur,1992,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,53.1,False
Brasil,BRA,Cono Sur,1993,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,53.0,False
Brasil,BRA,Cono Sur,1994,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,53.6,False
Brasil,BRA,Cono Sur,1995,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,54.2,False
Brasil,BRA,Cono Sur,1996,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,52.2,False
Brasil,BRA,Cono Sur,1997,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,53.2,False
Brasil,BRA,Cono Sur,1998,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,53.6,False
Brasil,BRA,Cono Sur,1999,1990s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,55.1,False
Brasil,BRA,Cono Sur,2000,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,54.9,False
Brasil,BRA,Cono Sur,2001,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,54.7,False
Brasil,BRA,Cono Sur,2002,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,56.2,False
Brasil,BRA,Cono Sur,2003,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,56.6,False
Brasil,BRA,Cono Sur,2004,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,57.6,False
Brasil,BRA,Cono Sur,2005,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.9,False
Brasil,BRA,Cono Sur,2006,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.7,False
Brasil,BRA,Cono Sur,2007,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.4,False
Brasil,BRA,Cono Sur,2008,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.5,False
Brasil,BRA,Cono Sur,2009,2000s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,58.9,False
Brasil,BRA,Cono Sur,2010,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.4,False
Brasil,BRA,Cono Sur,2011,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.5,False
Brasil,BRA,Cono Sur,2012,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.5,False
Brasil,BRA,Cono Sur,2013,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.4,False
Brasil,BRA,Cono Sur,2014,2010s,Participación,Participación laboral femenina,SL.TLF.CACT.FE.ZS,% de mujeres 15+,59.4,False
Brasil,BRA,Cono Sur,1990,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,85.4,False
Brasil,BRA,Cono Sur,1991,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,85.7,False
Brasil,BRA,Cono Sur,1992,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,86.0,False
Brasil,BRA,Cono Sur,1993,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,85.6,False
Brasil,BRA,Cono Sur,1994,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,85.2,False
Brasil,BRA,Cono Sur,1995,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,84.8,False
Brasil,BRA,Cono Sur,1996,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,82.9,False
Brasil,BRA,Cono Sur,1997,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,83.2,False
Brasil,BRA,Cono Sur,1998,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,82.8,False
Brasil,BRA,Cono Sur,1999,1990s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,82.7,False
Brasil,BRA,Cono Sur,2000,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,82.1,False
Brasil,BRA,Cono Sur,2001,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.5,False
Brasil,BRA,Cono Sur,2002,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.7,False
Brasil,BRA,Cono Sur,2003,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.4,False
Brasil,BRA,Cono Sur,2004,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.8,False
Brasil,BRA,Cono Sur,2005,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,82.1,False
Brasil,BRA,Cono Sur,2006,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.7,False
Brasil,BRA,Cono Sur,2007,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.2,False
Brasil,BRA,Cono Sur,2008,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.4,False
Brasil,BRA,Cono Sur,2009,2000s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.2,False
Brasil,BRA,Cono Sur,2010,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.1,False
Brasil,BRA,Cono Sur,2011,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,81.0,False
Brasil,BRA,Cono Sur,2012,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,80.9,False
Brasil,BRA,Cono Sur,2013,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,80.8,False
Brasil,BRA,Cono Sur,2014,2010s,Participación,Participación laboral masculina,SL.TLF.CACT.MA.ZS,% de varones 15+,80.6,False
Brasil,BRA,Cono Sur,1990,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),52.22,False
Brasil,BRA,Cono Sur,1991,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),56.94,False
Brasil,BRA,Cono Sur,1992,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),61.74,False
Brasil,BRA,Cono Sur,1993,1990s,Participación,Ratio participación mujer/varón,SL.TLF.CACT.FM.ZS,% (mujer/varón),61.92,False
